funder,works count
Information &communications Technology Promotion (IITP),1
Catalan Government,1
Spanish Government (MINECO),1
National Institutes of Health or the U.S. Department of Veterans Affairs,1
Graduate Institute of International and Development Studies / Institut de hautes études internationales et du développement,1
CONACYT GRANT Fondo Sectorial Mexican Space Agency,1
National Science Centre,1
Criminology Research,1
European Union's Horizon 2020 research and innovation programme under the Marie Sklodowska-Curie,1
"Department of Science and Technology (DST), Govt. of India for financial assistance",1
Provincial education project,1
Ph. D. Programs Foundation,1
Open Research Fund of Science and Technology on Communication Networks Laboratory,1
Nanjing University of Posts and Telecommunications,1
Grant-in-Aid for Scientific Research (B),1
National Basic Research program of China,1
Research Fund for International Young Scientists,1
Research Fund for Young Scientists,1
National Hi-Tech Research and Development Program,1
NFSC,1
Fujian Normal University,1
Research Executive Agency,1
Office of Advanced Cyberinfrastructure,1
Stiftelsen för Strategisk Forskning,1
Smart Data Web,1
LIDER,1
FREME,1
ALIGNED,1
ANR France,1
This research is supported by the Fritz Thyssen Foundation,1
Marie Curie International Research Staff Exchange Scheme (IRSES),1
national Dutch program COMMIT,1
IWT SBO,1
Google Faculty Research Awards,1
Oath,1
"P.U.R.E., a project of Nordrhein-Westfalen, a federal state of Germany",1
"Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, Brazil",1
Fundação de Amparo à Pesquisa do Estado de Minas Gerais,1
Buffalo State College,1
University of Georgia,1
The Rijksmuseum,1
The Center for Applied Isotope Studies,1
The J. Paul Getty Trust,1
The British Museum,1
The Metropolitan Museum of Art,1
Fermi Research Alliance,1
Kavli Foundation,1
Office of High Energy Physics Research,1
Nvidia,1
SuperMicro,1
National Science Center,1
United States Department of Energy Office of Biological and Environmental Research,1
NASA Interdisciplinary Research in Earth Science,1
Gordon and Betty Moore Foundation Investigator Award,1
Vetenskaprådet,1
National Science Foundation “iVirus”,1
HDR-UK,1
NASA's Astrobiology Science and Technology for Exploring Planets (ASTEP),1
EU Marie Curie fellowship,1
"Ministry of Science, ICT and Future Planning, Korea",1
World Agroforestry Centre,1
Office of the National Coordinator for Health Information Technology,1
German Federal Ministry for Economic Affairs and Energy (BMWi),1
Hubei Science and Technology Support,1
French National Cancer Institute,1
"National Institute on Disability, Independent Living, and Rehabilitation Research (NIDILRR)",1
"Office of Energy Research, Office of Basic Energy Sciences, Chemical Sciences, Geosciences and Biosciences Division of the U.S. Department of Energy",1
"National Science Foundation Chemistry Division, Cyber-Enabled Chemistry",1
University Research Fund (BOF),1
OLAO NIH HHS,1
EPSRC – Research Councils UK,1
MEC Project,1
CAM Project,1
PROTEUS Project,1
EPSRC Research Council UK,1
Human Resources program FPI,1
Fundación Barrié,1
Horizon 202,1
TD is supported by the Welsh Clinical Academic Training (WCAT) scheme. This study is a collaboration between Swansea University and Abertawe Bro Morgannwg University (ABMU) Health Board.,1
U.S. National Science Foundation (NSF),1
Joint Programming Initiative (JPI) Urban Europe,1
European Union’s 7th Framework Programme,1
eMadrid,1
Distributed Java Infrastructure for Real-Time Big Data,1
the China Postdoctoral Science Foundation,1
NFS,1
A.SK Fellowship WZB,1
SJTU Young Talent Funding,1
H2020 Research Infrastruct,1
National Energy Board of Canada,1
Gulf War Illness Research Program,1
Alcatel Lucent Bell labs France,1
"the Office of National Higher Education Science Research and Innovation Policy Council, Thailand",1
Hashemite University,1
Scientific Research Fund Project of Beijing Information Science and Technology University,1
Thematic Excellence Program,1
LinkedDesign,1
Greek State Scholarships Foundation,1
Brunel University London,1
OpenAIREplus project,1
iMarine project,1
"Department of Science and Technology (DoST), Ho Chi Minh City",1
Università degli Studi di Brescia,1
Slovak APVV project,1
"United Nations-World Bank Fragility and Conflict Partnership Trust Fund, UN Environment",1
Government of Finland,1
Research Fund of the University of Leuven,1
"Science Foundation of China University of Petroleum, Beijing",1
King Abdullah University of Science and Technology,1
Indian Institute of Management Calcutta,1
Regione Emilia-Romagna,1
the Natural Science Foundation of the Jiangsu Higher Education Institutions,1
ETAA funds (Greece),1
"European Union and Greek national funds through the Operational Program Competitiveness, Entrepreneurship and Innovation",1
H2020 Euratom,1
H2020 Leadership in Enabling and Industrial Technologies,1
"Ministry of Science, ICT & Future Planning, Korea",1
Wuhan Institute of Technology,1
Hubei Provincial Key Laboratory of Intelligent Robot,1
National Institutes of Health-National Center for Advancing Translational Sciences,1
Department of Education PROMISE Grant,1
Foundation for the National Institutes of Health,1
National Institute for Health Research Biomedical Research Centre at Great Ormond Street Hospital for Children NHS Foundation Trust and University College London,1
National Research Institute for Earth Science and Disaster Resilience,1
"Ministry of Education, Culture, Sports, Science and Technology of the Japanese Government",1
Tokyo Metropolitan Resilience Project,1
Regione Campania,1
"Deanship of Scientific Research (DSR) at King Abdulaziz University, Jeddah, Saudi Arabia",1
Lyda Hill Foundation,1
Klaus Tschira Foundation and the German Ministry of Education and Research (BMBF) Virtual Liver Network,1
Xian Science and technology innovation plan,1
Key Scientific Research Program of Education Department of Shaanxi,1
Swedish International Development Cooperation Agency (SIDA),1
"Ministry of Economic Affairs, Labor and Housing, Construction of Baden-Württemberg",1
"Ministry of Science, Research and Arts of Baden-Württemberg",1
EU-MC-ITN Fellowship,1
Government of the Republic of Cyprus,1
Luxembourg National Research Fund (FNR),1
Drexel University,1
Jenny ja Antti Wihurin Rahasto,1
Secretaria d?Universitats i Recerca of the Department of Business and Knowledge of the Generalitat de Catalunya,1
the Peng Cheng Laboratory Project of Guangdong Province,1
National Key RD Program of China,1
the Key Research Funds of Sichuan Province under Grant,1
Greece and the European Union (European Social Fund- ESF),1
US National Library of Medicine,1
Ministry of Electronics and Information technology,1
Qingdao Think-Tank Foundation on Intelligent Industries,1
swissuniversities,1
ETH Zurich,1
WSDOT,1
Università degli Studi di Napoli Federico II,1
"Research Grant for the Human-Centered Cyber-Physical Systems Programme within the Advanced Digital Sciences Center through the Agency for Science, Technology and Research, Singapore",1
"US Department of Agriculture, Agricultural Research Service",1
National Science Foundation of China ,1
National Natural Science Foundation of China-Yunnan Joint Fund (NSFC-Yunnan Joint Fund),1
ENVRI PLUS project,1
EOSCpilot project,1
BlueBRIDGE project,1
"E.W. Barker Centre for Law and Business, National University of Singapore",1
Semiconductor Research Corporation,1
Laboratory Directed Research and Development (LDRD),1
Division of Materials Research (DMR),1
Association of Clinical Pastoral Education,1
Association for Clinical Pastoral Education,1
"Office of the Cantonal Physician, Public Health service of the Vaud Canton",1
Water Security and Sustainable Development Hub which is funded by the UK Research and Innovation’s Global Challenges Research Fund,1
“Alternativas Innovadoras de Agricultura Inteligente para sistemas productivos agrícolas del departamento del Cauca soportado en entornos de IoT”,1
FONDO SUPERA COVID-19 by CRUE-Santander Bank grant “Severity Subgroup Discovery and Classification on COVID-19 Real World Data,1
MIC/SCOPE,1
"Office of Naval Research, Arlington, VA, USA",1
Éleveurs de Porc du Québec,1
Association CLE-Montérégie,1
Centre de Recherche en Infectiologie Porcine et Avicole,1
Swine Cluster 2,1
Zoetis,1
Innov'Action,1
Nottingham Research Fellowship (NRF) Award,1
Czech Ministry of Education,1
Healthy Aging in Industrial Environment,1
national health and medical research council,1
J. Yang & Family Foundation Fellowship award,1
SPARx,1
NSF (National Science Foundation) EnrichDB,1
The present work was supported by the Polish Ministry of Science,1
The ARC Center of Excellence for Mathematical and Statistical Frontiers,1
Zhejiang Provincial Science and Technology Plan Project of China,1
‘MOVE-IN Louvain’ Incoming Fellowship Programme of the Université Catholique de Louvain to LM,1
Foundation of Guizhou Provincial Key Laboratory of Public Big Data,1
Key Technologies of Trusted and Secure Sharing of Decentralized Internet of Things Data,1
"Compute Canada, both through their digital humanities cloud service and a Research Platforms and Portals",1
Ontario Ministry of Research and Innovation's Early Researcher Award,1
"Columbia University's Web Archiving Incentive Program, U.S. NSF",1
European Research Council MECHANICITY,1
"Unidade de Igualdade y Diputación de Pontevedra ""Cátedra Feminismos 4.0""",1
Berlin Institute for the Foundations of Learning and Data,1
Grant 074-U01,1
State Key Laboratory of Rail Traffic Control and Safety,1
University of Turku,1
University of Kent,1
Ghent Univeristy,1
Erasmus Universiteit Rotterdam,1
Universität Hamburg,1
Thousand Youth Talents Program of China,1
Open Foundation of State Key Laboratory,1
European Commission's DG Agriculture,1
FP7 ITN METRICS,1
Fulbright Technology Industries of Finland,1
Finnish Cultural Foundation,1
Georgia Institute of Technology,1
Finnish Technology Advancement Foundation,1
Fortum Foundation,1
FOUR,1
Research on top-level design and implementation path of building a smart society,1
Smart4RES,1
Portuguese funding agency,1
the European Union EU/H2020 Marie Sklodowska-Curie Action Individual Fellowship,1
Ministry of Industry and Information Technology of the People's Republic of China,1
Canadian Health Services Research Foundation,1
BC Early Hearing Program,1
Ocean Tracking Network,1
European Commission under the Marie Skłodowska-Curie Actions,1
grants from 2019 Donghu Future Star University Student Scientific Research Fund Project(Wuhan Donghu University Research [2019],1
Hasso-Plattner-Institut,1
Intel Collaboration Research Institute for Computational Intelligence,1
University of Cambridge,1
National Institute for Information and Communications Technology,1
"New Teacher Fund for Doctor Station of the Ministry of Education, China,",1
National Key Project of China,1
"Natural Science Foundation of the Higher Education Institutions of Jiangsu Province, China,",1
"Basic Research Program of Jiangsu Province, China",1
Postdoctoral Research Fund of China,1
U.S. Army Research Laboratory and the U.K. Ministry of Defence,1
PAL Technologies,1
Loughborough University,1
Worldwide Universities Network–Research Development Fund,1
Foundation for the Author of National Excellent Doctoral Dissertation of PR China,1
Ministry of Education and China Mobile Communications Corporation Research Founding,1
Nemzeti Kutatási Fejlesztési és Innovációs Hivatal,1
Nederlandse organisatie voor Wetenschappelijk Onderzoek,1
Dutch Technology Foundation STW,1
Surrey Business School,1
Leeds University Business School,1
MIUR PON R&C project PRISMA-PiattafoRme cloud Interoperabili per SMArt government?,1
National University of Ireland,1
the Strategic Priority Research Program of the Chinese Academy of Sciences,1
"Research Council, KU Leuven",1
Ege University Scientific Research Projects Coordination (Turkey),1
"Department of Health, UK Government",1
Accenture,1
Shanghai Philosophy and Social Fund Project,1
Universidad Nacional Autónoma de México,1
"Facultad de Química, UNAM",1
Intel Science and Technology Center for Pervasive Computing,1
European Union's Horizon 2020 research and innovation program,1
Peng Cheng Laboratory Project of Guangdong,1
Postgraduate Research Practice Innovation Program of Jiangsu,1
FCTMCTES through national funds,1
Collaborative Research Program for Biomedical Innovation Law,1
Consumer Data Research Centre,1
National Defense Science & Engineering Graduate Fellowship,1
POSEIDON H2020 Project,1
VISAIGLE,1
Spanish National Research Agency,1
CCF-0811284,1
ATM-0120950,1
CNS-1205\501,1
CNS-0855055,1
Fundamental Research Funds for the Central University,1
Innovation Capability Support Plan of Shaanxi Province,1
University of Northampton,1
Key Scientific and Technological Research and Development Plan of Jilin Province of China,1
Youth Science Foundation of Jiangxi Province,1
Key Technology Innovation Cooperation Project of Government and University for the Whole Industry Demonstration,1
National Sci-Tech Support Plan of China,1
Youth Sci-Tech Innovation Leader and Team Project of Jilin Province of China,1
Project of Jilin Province Development and Reform Commission,1
Access@City Research Project,1
German Ministry of Education and Research (BMBF),1
Slovak Research and development agency,1
International Federation for Information Technologies and Travel & Tourism,1
Università Degli Studi di Modena e Reggio Emila,1
Azienda Unità Sanitaria Locale di Modena,1
Fondazione Cassa di Risparmio di Modena,1
EU Horizon 2020,1
University of Padova’s VAIA-FRONT,1
marsden fund,1
Sapienza Università di Roma,1
Slovak,1
European Commission Marie Curie International Outgoing Fellowship,1
"Dean’s Office of the Faculty of Arts and Social Sciences, University of Zurich",1
Swiss Federal Office of Communications,1
"Institute of Computing Technology, Chinese Academy of Sciences",1
Samueli Institute,1
Institute for Information & communications Technology Promotion (IITP),1
"Korean government Ministry of Education, Science and Technology (MEST)",1
Iran Telecommunication Research Center,1
Technische Universität Braunschweig,1
Henry Samueli School of Engineering & Applied Science and the Department of Bioengineering at the University of California,1
"2020 Okawa Foundation Research, 2021 Hellman Fellows Fund",1
Congressionally Directed Medical Research Programs,1
Alzheimer's Association,1
Chung-Ang University,1
Visiting Scholar Program of China Scholarship Council,1
ORHELIA,1
WOLLIE,1
EU IMI,1
European Union’s Erasmus + Program for Education under Key Action 2: Strategic Partnerships Grant,1
National Library of Medicine,1
Industrial Canada Technology Demonstration Program,1
Open Research Project of State Key Laboratory of Cryptology of China,1
Thailand’s Education Hub for Southern Regions of ASEAN Countries,1
DFID-Wellcome Trust,1
US Office of Naval Research Global Cooperative Agreement,1
Australia Defence Innovation Hub,1
NSW Defence Innovation Network and NSW State Government of Australia,1
TRESPASS-ETN,1
BIBECA,1
the Ministry of Higher Education Malaysia under the Exploratory Research Funding Scheme,1
University Malaysia Research Funding,1
Knowledge Foundation,1
Malmö University,1
EPSRC Centre for Doctoral Training in Natural Language Processing at Edinburgh,1
Genome Canada (Génome Canada),1
"Govierno Vasco, Elkartek",1
Preserving the Research Workflow in Biology and Medicine,1
Ministry of Science and Technology and Ministry of Education (MOE) in Taiwan,1
Das Bundesministerium für Bildung und Forschung (BMBF),1
the project of Shandong Province Higher Educational Science and Technology Program,1
the financial support from the China Scholarship Council,1
the Natural Science Foundation of Shandong Province of China,1
JSPS Grant-in-Aid for Scientific Research,1
JSPS Research Fellowship for Young Scientists,1
Pernambuco State Science and Technology Support Foundation (FACEPE),1
National Institute of Science and Technology for Software Engineering (INES),1
Pennsylvania State University,1
Big Data Social Science,1
the Peng Cheng Laboratory Project,1
the Guangdong Pearl River Talent Recruitment Program,1
Basic and Applied Basic Research Foundation of Guangdong,1
National Graduate School in Computer Science,1
Verily Life Scineces LLC,1
Provincie Gelderland,1
Radboud Universiteit,1
Radboud Universitair Medisch Centrum,1
Gemeente Nijmegen,1
Top Sector Life Sciences and Health,1
William T. Grant Foundation,1
Foundation for Child Development,1
Institute for the Social Sciences at Cornell University,1
Royal Society of New Zealand Marsden Fund,1
Division of Chemistry,1
Intramural FDA HHS,1
University of Washington Innovation Research,1
Howard University,1
EPSRC Programme,1
Society of American Gastrointestinal and Endoscopic Surgeons,1
"International Joint Research Project of Faculty of Education, Beijing Normal University",1
Blockchain Core Technology Strategic Research Program of the Ministry of Education of China,1
"Engineering Research Center of Intelligent Technology and Educational Application, Ministry of Education",1
Taiwan Information Security Center,1
Danish Council for Independent Research,1
Capital Region Research Foundation,1
"Secretaría Nacional de Educación Superior, Ciencia y Tecnología of Ecuador (SENESCYT)",1
"Council of Scientific and Industrial Research, India",1
NSFC China,1
Brazilian National Council for Scientific and Technological Development (CNPq),1
Paraíba State Research Foundation (FAPESQ-PB),1
Coordenação de Aperfeiçoamento de Pessoal de Nível Superior (CAPES),1
Physicians Foundation,1
PEDESITE Swiss NSF Sinergia Project,1
MyPreHealth Research Project,1
European Research Council (ERC),1
Swiss Institute of Bioinformatics,1
Korea Institute of Energy Technology Evaluation and Planning,1
Social Sciences and Humanities Research Council Insight Development,1
"Ministry of Science, ICT and Future Planning (KR)",1
TechnologieAllianzOberfranken,1
Nanjing University of Science and Technology,1
Innovation and Technology Commission,1
Personalized Medicine Coalition,1
Consejo Superior de Investigaciones Científicas,1
Hubei Provincial Natural Science Foundation of China for Distinguished Young Scholars,1
Youth Elite Project of State Ethnic Affairs Commission of China,1
Applied Basic Research Project of Wuhan,1
Stockholms Universitet,1
National Science Foundation Graduate Research Fellowship Program,1
Facebook Fellowship,1
"Japan Agency for Medical Research and Development, AMED",1
"University of California, Agricultural Experiment Station",1
"USDA/AFRI, California Department of Water Resources",1
US Department of Energy Terrestrial Carbon Program,1
James Knott Trust,1
China National Key Technology Research and Development Program,1
"Guangdong Key Laboratory of Popular High Performance Computers, Shenzhen Key Laboratory of Service Computing and Applications",1
FDCT (Fundo para o Desenvolvimento das Ciencias e da Tecnologia),1
Agency for Defense Development,1
“Mobile Health” Ministry of Education–China Mobile Joint Laboratory,1
European and Developing Countries Clinical Trials Partnership,1
NSERC Strategic Grant,1
University of Malaya through research,1
Brain Tumour Charity,1
fogarty international center,1
Inquiry Investment Drives Evidence into Action (IDEA) Grant Program at Boston Children's Hospital,1
Social Sciences and Humanities Council of Canada,1
University and Research (MIUR),1
Italian Ministry of Education,1
University of Pisa,1
Shanghai Pujiang Program,1
The PETRAS Internet of Things Research Hub,1
Government of Catalonia,1
the Research Funds of Renmin University of China,1
Universitat Rovira i Virgili,1
Office of the Secretary Patient-Centered Outcomes Research Trust Fund,1
Office of the Secretary Patient-Centered Outcomes Research Trust Fund under Interagency,1
Japan Agency for Medical Research and Development (AMED),1
Ministry of Information and Communication,1
"Ministry for Business, Innovation and Employment",1
Suez Eau France,1
Dalian University of Technology,1
Research Council of Norway,1
University of Oslo,1
"Horizon 2020 (RIA, topic SC1-DTH-07-2018)",1
The Rockefeller Foundation,1
University of Bradford,1
Science and Technology Development Fund,1
Innovative Scientists and Technicians Team of Henan Provincial High Education,1
Telethon,1
"Defense Sciences Office, DARPA",1
State Grid Shandong Electric Power Company,1
Quest DIagnostics,1
Laboratory Corporation of America,1
Integrated Precision Medicine Technologies,1
Norges ForskningsrÃ¥d,1
Det Norske Veritas,1
FCT/MCTES,1
Jiangsu Key Research and Development,1
ARO,1
Elsevier,1
"Ministry of Health, Welfare and Sports",1
Social Science Project of Beijing Education Commission,1
Cross-funding Project of Beijing Education Commission,1
The Dunhill Medical Trust,1
Oxford NIHR Biomedical Research Centre,1
"2020 Major (Key) Issues of Dalian Federation of Social Sciences, Research on the Cultivation and Incentive Mechanism of Technological Innovation Talents in Dalian",1
"2019 Liaoning Provincial Social Science Planning Fund Project, Research on the Coordinated Development of Scientific and Technological Innovation Talents and Regional Economy Under the Reform of the Labor Supply Side",1
This research did not receive any specific funding.,1
Penn State University,1
Aidsfonds,1
King's College London,1
"EU ERASMUS+ PROGRAMME, Jean Monnet Projects",1
the Foundation of Guizhou Provincial Key Laboratory of Public Big Data,1
the University internal support RDF,1
EU's IRSES-SEEK,1
CCF Tencent Open Research Fund,1
State Key Development Program for Basic Research of China,1
Scientific Research Foundation for the Returned Overseas Chinese Scholars,1
Shanghai Science and Technology fund,1
"Consejería de Economía, Innovación, Ciencia y Empleo, Junta de Andalucía",1
Universidad Cooperativa de ​Colo​mb​ia,1
Qilu University of Technology,1
National Collaborative Research Infrastructure Strategy,1
the 2015 Project of six personnel in Jiangsu Province,1
BREATHE-The Health Data Research Hub for Respiratory Health,1
UK Research and Innovation Industrial Strategy Challenge Fund and delivered through Health Data Research UK,1
National Institute for Health Research Health Technology Assessment Programme,1
Dutch Organization for Scientific Research,1
CTIVD,1
VIDI Scheme,1
Scottish Institute of Policing Research,1
"United States Department of Agriculture, National Agricultural Statistics Service",1
UK’s Engineering and Physical Sciences Research Council,1
Arizona Board of Regents’ Technology Research and Innovation Fund,1
"Alberta Centre for Child, Family and Community Research",1
Science Foundation of Yunnan University,1
Natural Science Foundation China,1
Yunnan Provincial Young Academic and Technical Leaders Reserve Talents,1
Yunnan Applied Fundamental Research Project,1
"Lucknow Development Authority, Lucknow, Uttar Pradesh, India",1
Guangdong Key Laboratory of Data Security and Privacy Protection,1
Major Science Research Project of Jiangsu Provincial Education Department,1
National Natural Science Foundation of China (National Science Foundation of China),1
Chinese Ministry of Science and Technology ,1
Department of S and T for Social Development (Department of S&amp;T for Social Development),1
Beijing University of Posts and Telecommunications,1
Generation of Artificial Intelligence Science and Technology Major Project of Tianjin,1
Key research and Development Program for Guangdong Province,1
Canadian Institutes of Health Research.,1
eSSENCE,1
Joint Ph.D. program of double first rate construction disciplines of CUMT,1
Newton Prize 2017,1
the Fundamental Research and Development Foundation of Jiangsu Province,1
National Key Research and Development Program,1
Natural Science Foundation of Jiangsu province of China,1
University of Evry Val dEssonne,1
Hong Kong Innovation and Technology Commission (ITC),1
Hong Kong Research Grant Council (RGC),1
National Natural Science Foundation of China (NSFC),1
European Commission Joint Research Centre,1
The University of Tennessee Center for Integrative and Translational Genomics,1
Consortium for Research and Innovation in Aerospace in Quebec,1
“Strategic Priority Research Program (B)” of the Chinese Academy of Sciences,1
NERC PURE Associates: Harnessing Science for Improved Risk Assessment,1
Department for Education,1
863 project,1
European Social Fund (ESF),1
State Key Laboratory of Electrical Insulation and Power Equipment,1
European Marie Curie Skłodowska Actions fellowships for the smartWALK project,1
Akademie Věd České Republiky,1
Open Fund of the Chinese Key Laboratory of the Grain Information Processing and Control,1
Korea Government,1
Institute for Information & Communications Technology Promotion (IITP) grant,1
Institute for Information & Communications Technology Promotion,1
Regione Piemonte,1
European commission H2020-ICT-2015/H2020-ICT-2015,1
Sichuan Provincial Economic and Information Commission,1
Foundation of Science and Technology Department of Sichuan Province,1
HEARTEN project,1
National Institute on Handicapped Research,1
Fundamental Research Fund for the Central Universities,1
ONR YIP,1
Postdoctoral INCIBE Grant within the Ayudas para la Excelencia de los Equipos de Investigaci’on Avanzada en Ciberseguridad Program,1
Instituto Nacional de Ciência e Tecnologia para Engenharia de Software,1
Jiangxi university of TCM 1050 youth talent project,1
"Jiangxi outstanding young talents funding scheme, China",1
Jiangxi Youth Science Foundation Key Project,1
Project of Key Research and Development Project of Jiangxi,1
Research on the Construction of Big Data Platform for People's Health and Major Diseases Supported by Baidu Foundation of Peking University,1
Science and Technology Program of Yinzhou District Science and Technology Bureau of Ningbo City,1
BCP Council,1
New Forest District Council,1
Chongqing Key Laboratory Improvement Plan,1
University Innovation Team Construction Plan Funding Project of Chongqing,1
"European Union's Seventh Programme for research, technological development, and demonstration",1
marine environment and related maritime activities,1
NeXOS,1
European Commission Seventh Framework Programme,1
Polish Ministry of Science and Higher Education,1
from the European Union's Seventh Framework Programme,1
Stockholm County Council and Karolinska Institutet,1
Société française de pédiatrie—association des juniors en pédiatrie,1
Technology Strategy Board,1
Innovation and Technology Commission of Hong Kong,1
Epilepsy Research Fund,1
Epilepsy Foundation of America's Epilepsy Innovation Institute,1
Universitätsmedizin Greifswald,1
ACL HHS,1
Mercatus Center,1
Wire Network Monitoring Solutions,1
Economic and Social Research Council ‘Anthropology of Ebola Outbreaks’,1
Leverhulme Trust ‘Beyond the Digital Divide’,1
"Taif University, Saudi Arabia",1
USDA-NIFA FACT,1
Fundamental Research Grant Scheme,1
Universiti Malaysia Pahang,1
International Scientific and Technological Cooperation project of China,1
European Research Council (ERC) under the European Union’s Seventh Framework Programme,1
Australian Department of Foreign Affairs and Trade (DFAT),1
Ministry of Science and Higher Education of the Russian Federation,1
Samsung Advanced Institute of Technology,1
Guangdong Innovative Research Team Program,1
NIHR Biomedical Research Centre at Guy’s and St Thomas’ NHS Foundation Trust and King’s College London,1
Science and Technology Program of Guizhou Province,1
Danish Agency for Science and Higher Education,1
Aarhus Universitets Forskningsfond,1
The Russian Foundation for Basic Research,1
JSPS Kiba,1
Guangxi Key Laboratory of Trusted Software,1
EPSRC The Alan Turing Institute,1
Andrew W. Mellon Foundation,1
"Harbin Engineering University, Heilongjiang, China",1
European Research Council (BE),1
SNSF Assistant Professorship grant,1
Suffolk Care Collaborative Delivery System Reform Incentive Payment Program,1
Center for Statistics and Applications in Forensic Evidence (CSAFE),1
Coordenacao de Aperfeioamento de Pessoal de Novel Superior - Brasil,1
European Community's Framework Program Horizon 2020,1
European Research Council (ERC) through the European Union’s Horizon 2020 Research and Innovation Programme,1
BIU Center for Research in Applied Cryptography and Cyber Security in conjunction with the Israel National Cyber Bureau in the Prime Minister’s Office,1
DAPOCA,1
PRIMaTE,1
Guangzhou Scholars Project for Universities of Guangzhou,1
The Project of Science and Technology of Guangdong,1
Food Agility CRC Limited,1
Universiteit Stellenbosch,1
American Chemical Society,1
EU-FP7 ‘ProteomeXchange’,1
BBSRC,1
National Outstanding Youth Science Fund Project of National Natural Science Foundation of China,1
Key Technologies Research and Development Program (CN),1
Key Technologies Research and Development Program,1
"Centre for Age-related Medicine, Stavanger Hospital Trust",1
University of Stavanger,1
Regional Research Fund for Western Norway,1
Maryland Advanced Computing Center,1
Lawrence Berkeley National Laboratory,1
National Energy Research Scientific Computing Center,1
British Interplanetary Society,1
Institute for Data-Intensive Engineering and Science,1
Homewood High-Performance Cluster,1
Durham University,1
Natural Sciences and Engineering Research Council of Canada (NSERC) Discovery,1
Active and Assisted Living programme,1
Foundation for Innovative Research Groups of Hubei Province of China,1
Duchenne Regulatory Sciences Consortium,1
MSCA-IF European Commission,1
Science and Technology Project of Changsha City,1
"Türkiye Bilimsel ve Teknolojik Aras,tirma Kurumu",1
Natural History Museum Science Group,1
Swedish Research Council Formas,1
Atracción de Talento Investigador program of the Comunidad de Madrid,1
Institució Catalana de Recerca i Estudis Avançats,1
the National Natural Science Foundation of China.,1
Research Fund for Doctoral Program of Higher Education of China,1
CloudSafetyNet: End-to-End Application Security in the Cloud and Microsoft through the Microsoft Cloud Computing Research Centre,1
U.K. Engineering and Physical Sciences Research Council,1
NSAF,1
Open Research Project of the State Key Laboratory of Media Convergence and Communication,1
"Leading Initiative for Excellent Young Researchers, MEXT, Japan",1
ADnD project,1
"Mitsubishi Tanabe Pharma America, Inc",1
Carlsberg Foundation,1
HarmonicSS,1
FFG,1
European Unions Seventh Framework Programme,1
Universidad Carlos III de Madrid,1
The Royal Children's Hospital Foundation,1
National Human Genome Research Institute of the National Institutes of Health (NIH),1
Oesterreichische Nationalbank,1
TALMUD,1
BT,1
Uniwersytet Jagielloński w Krakowie,1
Shanghai Municipal Education Commission,1
Young Elite Scientists Sponsorship Program by the China Association for Science and Technology,1
Open Foundation of Co-Innovation Center for Information Supply and Assurance Technology,1
Shanghai Education Development Foundation and the Shanghai Municipal Education Commission,1
“Chenguang Program”,1
"Department of Computer Science, Newcastle University",1
Regione Puglia,1
Division of Research on Learning in Formal and Informal Settings,1
Infrastress,1
Korea Institute of Materials Science,1
Plan for Scientific Innovation Talent of Henan Province,1
The 111 Project,1
"JW LEE Center for Global Medicine of Seoul National University College of Medicine, Seoul, the Republic of Korea.",1
Cardiovasculair Onderzoek Nederland,1
Australian Research Council’s Discovery Project,1
Recreational Sea Angling Surveys,1
Citizen Science Investigations,1
The Danish Angling License Funds,1
Danielsen Foundation,1
Arvid Nilssons Fond,1
Danish Strategic Research Foundation (HEARTSAFE),1
Danish National Research Foundation Centre for Cardiac Arrhythmia,1
"Fondsbørsveksler Henry Hansen og Hustru Karla Hansen, født Westergaards Legat",1
John and Birthe Mayer Foundation,1
Fonden til Laegevidenskabens Fremme,1
China Southern Power Grid,1
Priority Project on Infectious Disease Control and Prevention,1
Weizmann Institute of Science,1
French National Research Agency (ANR),1
"Open Fund for Discipline Construction, Institute of Physical Science and Information Technology, Anhui University",1
Excellent Talent Project of Anhui University,1
"Open Fund of Key Laboratory of Embedded System and Service Computing (Tongji University), Ministry of Education",1
"Science and Technology Program of Guangzhou, China",1
"the Natural Science Foundation of Guangdong Province, China",1
"Key Laboratory of Renewable Energy, Chinese Academy of Sciences",1
the Applied Basic Research Plan of Changzhou City,1
"Institute of Systems and Robotics (ISR), and the Portuguese Mint and Official Printing Office",1
AFM-Téléthon,1
Vysoké Učení Technické v Brně,1
Government of the People's Republic of Bangladesh,1
"Department for International Development,",1
Swedish International Development Cooperation Agency,1
"Department of Foreign Affairs, Trade and Development (DFATD), Canada",1
Yellow River Conservancy Technical Institute innovation fund,1
"Intel Corporation and Academy of Finland projects PRISMA, WiFiUS, and RADIANT",1
Suomen Kulttuurirahasto,1
Bundesministerium f&#x00FC;r Verkehr und Digitale Infrastruktur,1
Automatisiertes und Vernetztes Fahren auf digitalen Testfeldern in Deutschland,1
Key Project of Natural Science Foundation of Hubei Province,1
"National High-Technology Research and Development Program (863 Program), China",1
Science and Technology Research Program of Chongqing Municipal Education Commission,1
Guangdong Science and Technology Research Plan,1
UK EPSRC Project NIRVANA,1
EU FP7 Project CLIMBER,1
Program of the China Scholarship Council,1
EU FP7 Project CROWN,1
"Fundamental Research Funds for the Central Universities, China",1
UK EPSRC Project DANCER,1
